,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
56,2023-10-31,95508.69117998217,88636.12316584642,104092.01558521319,93339.45696390401,97646.8197321634,-50.4497742958672,-2682.179791219853,2969.3732111780646,414.550365632859,-317.4353528431637,1137.665769388863,-465.0001399287263,-2946.859305767962,2727.854700893857,0.0,0.0,0.0,95458.2414056863
57,2023-11-01,95435.12096940835,94390.22103719412,107241.87062088234,93259.43983165995,97614.09906651413,4870.836373840047,2293.3964406649366,8092.1902115542225,5095.034880817998,4392.1234177323495,5971.917193068785,-224.19850697795135,-2683.555592314464,3009.0648501384503,0.0,0.0,0.0,100305.9573432484
58,2023-11-02,95361.55075883456,97630.20300141652,109985.17365782734,93182.928504239,97459.93496209057,8581.287291239603,5753.957159479085,11325.28121207512,8683.38098774489,7788.980586817681,9413.45633780798,-102.09369650528711,-2525.4784868898864,3164.726721137003,0.0,0.0,0.0,103942.83805007416
59,2023-11-03,95287.87728951975,89291.74064860588,105227.36423875064,93125.25077023375,97299.39029139241,3693.4036114554456,820.8057110359732,6874.07075510992,3800.700122617326,3170.5927147620596,4522.986251149735,-107.2965111618803,-2655.7308838500735,2921.1969920339416,0.0,0.0,0.0,98981.2809009752
60,2023-11-04,95214.20382020493,93718.51207841451,106756.21402418058,93067.57303622847,97184.0211828446,5680.291721558664,2676.0082136272454,8748.122127238017,5925.685808294738,5240.031374431079,6602.870373634352,-245.39408673607315,-3132.2820429505005,2894.3706230501502,0.0,0.0,0.0,100894.4955417636
61,2023-11-05,95140.5303508901,76682.73115331594,89824.82537077155,93057.79767635697,97116.96572910858,-11706.774696638882,-14909.007491572711,-8726.408323911697,-11188.151764742839,-11970.75714564234,-10370.064995099028,-518.6229318960391,-3697.660428582807,2755.0407926659,0.0,0.0,0.0,83433.75565425122
62,2023-11-06,95066.8568815753,74611.44403494304,87445.74569715437,92963.02050807429,97049.91027537257,-13656.832584498019,-16427.635904398885,-10712.382816238793,-12731.20040032032,-13656.48318277067,-11725.328452110407,-925.6321841776972,-4107.222526945695,2066.073205457663,0.0,0.0,0.0,81410.02429707728
63,2023-11-07,94993.18341226048,86649.13124582088,99857.00862265108,92868.2433397916,96982.85482163657,-1046.796863755604,-3577.1105723265364,1714.4599595455393,414.5503656475768,-317.435352830293,1137.665769403778,-1461.347229403181,-4365.912282149767,1469.9271789517945,0.0,0.0,0.0,93946.38654850487
64,2023-11-08,94919.50994294566,92379.673884437,105356.31838492728,92773.46617150892,96882.35280170887,2978.0938697640067,318.9211177480768,6059.683096948489,5095.034880830743,4392.123417749046,5971.917193084272,-2116.9410110667363,-4747.065452621887,672.7697041017171,0.0,0.0,0.0,97897.60381270967
65,2023-11-09,94845.83647363083,93166.87116444959,105497.43555703186,92678.68900322623,96763.77234605153,5803.463729533713,2818.574794370517,8625.519257045808,8683.380987743474,7788.980586815759,9413.456337808306,-2879.917258209759,-5479.65755833388,-272.6807772580255,0.0,0.0,0.0,100649.30020316454
66,2023-11-10,94772.16300431601,87440.39236097169,103960.1980187698,92556.02525900493,96638.46488154017,66.39354828138329,-2728.1137699506344,2815.564039595137,3800.7001226189855,3170.5927147635102,4522.986251148428,-3734.306574337602,-6353.0824354020415,-1132.5912641802538,0.0,0.0,0.0,94838.5565525974
67,2023-11-11,94698.4895350012,88431.20608570176,102612.1837115702,92489.13466666084,96503.52269770748,1264.7128569099875,-1499.3829651426777,3383.055141715439,5925.685808296691,5240.031374435549,6602.870373632103,-4660.972951386701,-7239.153689292935,-2141.9432628381046,0.0,0.0,0.0,95963.20239191118
68,2023-11-12,94624.81606568638,70491.91292603288,83653.48462156122,92434.42300125062,96368.5805138748,-16826.17666652764,-19392.348318421908,-14191.93700081812,-11188.151764766128,-11970.757145667394,-10370.06499512081,-5638.0249017615115,-8180.4723052268855,-3275.4590746506988,0.0,0.0,0.0,77798.63939915874
69,2023-11-13,94551.14259637156,67934.65525259016,82327.84607934194,92365.07609275957,96297.4258132133,-19372.522539068712,-21813.670339436998,-16701.092819144986,-12731.20040034205,-13656.48318279163,-11725.32845213603,-6641.32213872666,-9120.932358240869,-4387.041730566483,0.0,0.0,0.0,75178.62005730285
70,2023-11-14,94474.80307420951,80679.0091603571,92350.38176703634,92314.8463302554,96251.13762463146,-7230.515314049999,-9598.278650051348,-4654.0385051748935,414.55036566229467,-317.4353528174224,1137.6657694186927,-7645.065679712292,-10061.92444404381,-5542.738637968741,0.0,0.0,0.0,87244.28776015951
71,2023-11-15,94398.46355204748,83839.11651832027,96049.5301034041,92325.39686681745,96188.890059479,-3527.4216120530205,-5883.0007799257455,-980.2140956076861,5095.034880822991,4392.123417740459,5971.917193071529,-8622.456492876012,-11006.323020544389,-6477.0834819610955,0.0,0.0,0.0,90871.04193999447
72,2023-11-16,94322.12402988545,86017.61067466214,99273.82865673512,92314.70200303837,96137.17503349968,-863.0244523954382,-3742.840464309054,1740.3001350043098,8683.380987744182,7788.9805868168905,9413.456337808555,-9546.40544013962,-11931.77965386359,-7316.550270229294,0.0,0.0,0.0,93459.09957749002
